Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Penny,Priddy,Surrey North,British Columbia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Dick,Proctor,Palliser,Saskatchewan,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,George,Proud,Hillsborough,Prince Edward Island,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Marcel,Proulx,Hull—Aylmer,Quebec,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Carmen,Provenzano,Sault Ste. Marie,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Mumilaaq,Qaqqaq,Nunavut,Nunavut,NDP,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Anne Minh-Thu,Quach,Salaberry—Suroît,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Bob,Rae,Toronto Centre,Ontario,Liberal,2011-05-02 12:00:00 AM,2013-07-31 11:59:59 PM
,John,Rafferty,Thunder Bay—Rainy River,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Lisa,Raitt,Milton,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,James,Rajotte,Edmonton—Leduc,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jack,Ramsay,Crowfoot,Alberta,Ind. CA,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Tracey,Ramsey,Essex,Ontario,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Murray,Rankin,Victoria,British Columbia,NDP,2015-10-19 12:00:00 AM,2019-08-31 11:59:59 PM
,Yasmin,Ratansi,Don Valley East,Ontario,Independent,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Brent,Rathgeber,Edmonton—St. Albert,Alberta,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Mathieu,Ravignat,Pontiac,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Francine,Raynault,Joliette,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Karen,Redman,Kitchener Centre,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Julian,Reed,Halton,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Geoff,Regan,Halifax West,Nova Scotia,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,John,Reynolds,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,John,Richardson,Perth—Middlesex,Ontario,Liberal,2000-11-27 12:00:00 AM,2002-10-11 12:00:00 AM
,Lee,Richardson,Calgary Centre,Alberta,Conservative,2011-05-02 12:00:00 AM,2012-06-06 11:59:59 PM
Hon.,Greg,Rickford,Kenora,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Nelson,Riis,"Kamloops, Thompson and Highland Valleys",British Columbia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Jean,Rioux,Saint-Jean,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Conservative,2015-10-19 12:00:00 AM,2017-10-02 11:59:59 PM
Hon.,Lucienne,Robillard,Westmount—Ville-Marie,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-01-25 11:59:59 PM
,Svend,Robinson,Burnaby—Douglas,British Columbia,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Yves,Rocheleau,Trois-Rivières,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Allan,Rock,Etobicoke Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2003-12-12 11:59:59 PM
,Jean,Rousseau,Compton—Stanstead,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jean-Yves,Roy,Haute-Gaspésie—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2010-10-22 11:59:59 PM
,Kim,Rudd,Northumberland—Peterborough South,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Dan,Ruimy,Pitt Meadows—Maple Ridge,British Columbia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Don,Rusnak,Thunder Bay—Rainy River,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Todd,Russell,Labrador,Newfoundland and Labrador,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Jacques,Saada,Brossard—La Prairie,Quebec,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Romeo,Saganash,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Jag,Sahota,Calgary Skyview,Alberta,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Raj,Saini,Kitchener Centre,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Jasbir,Sandhu,Surrey North,British Columbia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Ramesh,Sangha,Brampton Centre,Ontario,Independent,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Brigitte,Sansoucy,Saint-Hyacinthe—Bagot,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Bob,Saroya,Markham—Unionville,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Benoît,Sauvageau,Repentigny,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2006-08-28 11:59:59 PM
,Michael,Savage,Dartmouth—Cole Harbour,Nova Scotia,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Denise,Savoie,Victoria,British Columbia,NDP,2011-05-02 12:00:00 AM,2012-08-31 11:59:59 PM
,Andy,Savoy,Tobique—Mactaquac,New Brunswick,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Andrew,Saxton,North Vancouver,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Gary,Schellenberger,Perth—Wellington,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Hélène,Scherrer,Louis-Hébert,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Werner,Schmidt,Kelowna—Lake Country,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Deb,Schulte,King—Vaughan,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Andy,Scott,Fredericton,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Craig,Scott,Toronto—Danforth,Ontario,NDP,2012-03-19 12:00:00 AM,2015-10-18 11:59:59 PM
,Mike,Scott,Skeena,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lou,Sekora,Port Moody—Coquitlam—Port Coquitlam,British Columbia,Liberal,1998-03-30 12:00:00 AM,2000-11-26 12:00:00 AM
,Djaouida,Sellah,Saint-Bruno—Saint-Hubert,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Benoît,Serré,Timiskaming—Cochrane,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Gail,Shea,Egmont,Prince Edward Island,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Alex,Shepherd,Durham,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Nelly,Shin,Port Moody—Coquitlam,British Columbia,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Bev,Shipley,Lambton—Kent—Middlesex,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Devinder,Shory,Calgary Northeast,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jati,Sidhu,Mission—Matsqui—Fraser Canyon,British Columbia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Gagan,Sikand,Mississauga—Streetsville,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Bill,Siksay,Burnaby—Douglas,British Columbia,NDP,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Mario,Silva,Davenport,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Christian,Simard,Beauport—Limoilou,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Raymond,Simard,Saint Boniface,Manitoba,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Scott,Simms,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Jinny Jogindera,Sims,Newton—North Delta,British Columbia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Michelle,Simson,Scarborough Southwest,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Rathika,Sitsabaiesan,Scarborough—Rouge River,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Carol,Skelton,Saskatoon—Rosetown—Biggar,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Derek,Sloan,Hastings—Lennox and Addington,Ontario,Independent,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,David,Smith,Pontiac,Quebec,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Joy,Smith,Kildonan—St. Paul,Manitoba,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Amarjeet,Sohi,Edmonton Mill Woods,Alberta,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Monte,Solberg,Medicine Hat,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,John,Solomon,Regina—Lumsden—Lake Centre,Saskatchewan,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Robert,Sopuck,Dauphin—Swan River—Neepawa,Manitoba,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Kevin,Sorenson,Battle River—Crowfoot,Alberta,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Bob,Speller,Haldimand—Norfolk—Brant,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Larry,Spencer,Regina—Lumsden—Lake Centre,Saskatchewan,Independent,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Sven,Spengemann,Mississauga—Lakeshore,Ontario,Liberal,2021-09-20 12:00:00 AM,2022-05-27 11:59:59 PM
,Lloyd,St. Amand,Brant,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Brent,St. Denis,Algoma—Manitoulin—Kapuskasing,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bruce,Stanton,Simcoe North,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Thierry,St-Cyr,Jeanne-Le Ber,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Lise,St-Denis,Saint-Maurice—Champlain,Quebec,Liberal,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Paul,Steckle,Huron—Bruce,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Wayne,Stetski,Kootenay—Columbia,British Columbia,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Christine,Stewart,Northumberland,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Jane,Stewart,Brant,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Kennedy,Stewart,Burnaby South,British Columbia,NDP,2015-10-19 12:00:00 AM,2018-09-14 11:59:59 PM
,Caroline,St-Hilaire,Longueuil—Pierre-Boucher,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Darrel,Stinson,Okanagan—Shuswap,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Diane,St-Jacques,Shefford,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Guy,St-Julien,Abitibi—Baie-James—Nunavik,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Peter,Stoffer,Sackville—Eastern Shore,Nova Scotia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Brian,Storseth,Westlock—St. Paul,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Chuck,Strahl,Chilliwack—Fraser Canyon,British Columbia,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Belinda,Stronach,Newmarket—Aurora,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Mike,Sullivan,York South—Weston,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,David,Sweet,Flamborough—Glanbrook,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Paul,Szabo,Mississauga South,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Marwan,Tabbara,Kitchener South—Hespeler,Ontario,Independent,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Geng,Tan,Don Valley North,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Andrew,Telegdi,Kitchener—Waterloo,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Lui,Temelkovski,Oak Ridges—Markham,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Ève-Mary Thaï,Thi Lac,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Louise,Thibault,Rimouski-Neigette—Témiscouata—Les Basques,Quebec,Independent,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Robert,Thibault,West Nova,Nova Scotia,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Glenn,Thibeault,Sudbury,Ontario,Independent,2011-05-02 12:00:00 AM,2015-01-05 11:59:59 PM
,Yolande,Thibeault,Saint-Lambert,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Greg,Thompson,New Brunswick Southwest,New Brunswick,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Myron,Thompson,Wild Rose,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,David,Tilson,Dufferin—Caledon,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Tony,Tirabassi,Niagara Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Brian,Tobin,Bonavista—Trinity—Conception,Newfoundland and Labrador,Liberal,2000-11-27 12:00:00 AM,2002-01-25 12:00:00 AM
,Lawrence,Toet,Elmwood—Transcona,Manitoba,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Vic,Toews,Provencher,Manitoba,Conservative,2011-05-02 12:00:00 AM,2013-07-09 11:59:59 PM
,Alan,Tonks,York South—Weston,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Philip,Toone,Gaspésie—Îles-de-la-Madeleine,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Hunter,Tootoo,Nunavut,Nunavut,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Paddy,Torsney,Burlington,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Jonathan,Tremblay,Montmorency—Charlevoix—Haute-Côte-Nord,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Stéphan,Tremblay,Lac-Saint-Jean—Saguenay,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2002-05-07 12:00:00 AM
,Suzanne,Tremblay,Rimouski-Neigette-et-la Mitis,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Brad,Trost,Saskatoon—University,Saskatchewan,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Bernard,Trottier,Etobicoke—Lakeshore,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Karine,Trudel,Jonquière,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Susan,Truppe,London North Centre,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Nycole,Turmel,Hull—Aylmer,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Garth,Turner,Halton,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Daniel,Turp,Beauharnois—Salaberry,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Merv,Tweed,Brandon—Souris,Manitoba,Conservative,2011-05-02 12:00:00 AM,2013-08-31 11:59:59 PM
,Rose-Marie,Ur,Lambton—Kent—Middlesex,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Bernard,Valcourt,Madawaska—Restigouche,New Brunswick,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Tony,Valeri,Hamilton East—Stoney Creek,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Frank,Valeriote,Guelph,Ontario,Liberal,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Roger,Valley,Kenora,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Dave,Van Kesteren,Chatham-Kent—Leamington,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Peter,Van Loan,York—Simcoe,Ontario,Conservative,2015-10-19 12:00:00 AM,2018-09-30 12:00:00 AM
Hon.,Lyle,Vanclief,Prince Edward—Hastings,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Adam,Vaughan,Spadina—Fort York,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Angela,Vautour,Beauséjour—Petitcodiac,New Brunswick,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Pierrette,Venne,Saint-Bruno—Saint-Hubert,Quebec,Independent Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Josée,Verner,Louis-Saint-Laurent,Quebec,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Robert,Vincent,Shefford,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Joseph,Volpe,Eglinton—Lawrence,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Mike,Wallace,Burlington,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Tom,Wappel,Scarborough Southwest,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Mark,Warawa,Langley—Aldergrove,British Columbia,Conservative,2015-10-19 12:00:00 AM,2019-06-20 11:59:59 PM
,Judy,Wasylycia-Leis,Winnipeg North,Manitoba,NDP,2008-10-14 12:00:00 AM,2010-04-30 11:59:59 PM
,Jeff,Watson,Essex,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Dianne L.,Watts,South Surrey—White Rock,British Columbia,Conservative,2015-10-19 12:00:00 AM,2017-09-29 11:59:59 PM
,Elsie,Wayne,Saint John,New Brunswick,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Erin,Weir,Regina—Lewvan,Saskatchewan,Co-operative Commonwealth Federation,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,John,Weston,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Rodney,Weston,Saint John,New Brunswick,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Nick,Whalen,St. John's East,Newfoundland and Labrador,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Susan,Whelan,Essex,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Randy,White,Abbotsford,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Ted,White,North Vancouver,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Bryon,Wilfert,Richmond Hill,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,David,Wilks,Kootenay—Columbia,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,John G.,Williams,Edmonton—St. Albert,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Blair,Wilson,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Green Party,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jody,Wilson-Raybould,Vancouver Granville,British Columbia,Independent,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Alice,Wong,Richmond Centre,British Columbia,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Bob,Wood,Nipissing,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Stephen,Woodworth,Kitchener Centre,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Borys,Wrzesnewskyj,Etobicoke Centre,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Lynne,Yelich,Blackstrap,Saskatchewan,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Kate,Young,London West,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Terence,Young,Oakville,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Wai,Young,Vancouver South,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,David,Yurdiga,Fort McMurray—Cold Lake,Alberta,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Lenore,Zann,Cumberland—Colchester,Nova Scotia,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Lise,Zarac,LaSalle—Émard,Quebec,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Paul,Zed,Saint John,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
